ID,Smiles,Tg,Polymer type
P074474.mol,*Oc1ccc(cc1)NC(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)P(=O)(c1ccc(cc1)*)c1ccccc1)c1ccccc1,225.0,"Polyoxides/ethers/acetals, Polyamides/thioamides"
P080055.mol,*SCCC(=O)NCCCCCCNC(=O)CC*,20.5,"Polysulfides, Polyamides/thioamides"
P080108.mol,*SCCCCC(=O)NCc1ccc(cc1)CNC(=O)CCCC*,70.0,"Polysulfides, Polyamides/thioamides"
P080110.mol,*SCCCCCCC(=O)NCc1ccc(cc1)CNC(=O)CCCCCC*,65.0,"Polysulfides, Polyamides/thioamides"
P080117.mol,*SCCCCCCCCCCC(=O)NCCc1ccc(cc1)CCNC(=O)CCCCCCCCCC*,58.0,"Polysulfides, Polyamides/thioamides"
P090224.mol,*OC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)OCCCCCCCCCC*,-12.0,"Polyesters/thioesters, Polyamides/thioamides"
P090423.mol,*OC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)OCCCC*,-15.0,"Polyesters/thioesters, Polyamides/thioamides"
P090590.mol,*C1(c2c(C(=O)N1)cccc2)c1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)Oc1ccc(cc1)*,325.0,"Polyesters/thioesters, Polyamides/thioamides"
P090591.mol,*C1(c2c(C(=O)N1)cccc2)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)Oc1ccc(cc1)*,327.0,"Polyesters/thioesters, Polyamides/thioamides"
P094334.mol,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2ccc(cc2)C(=O)OCCCCOC(=O)*)cc1,130.0,"Polyimides/thioimides, Polyesters/thioesters, Polyamides/thioamides"
P094335.mol,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2ccc(cc2)C(=O)OCCCCCOC(=O)*)cc1,129.0,"Polyimides/thioimides, Polyesters/thioesters, Polyamides/thioamides"
P094336.mol,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2ccc(cc2)C(=O)OCCCCCCOC(=O)*)cc1,107.0,"Polyimides/thioimides, Polyesters/thioesters, Polyamides/thioamides"
P094337.mol,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2ccc(cc2)C(=O)OCCCCCCCOC(=O)*)cc1,106.0,"Polyimides/thioimides, Polyesters/thioesters, Polyamides/thioamides"
P094338.mol,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2ccc(cc2)C(=O)OCCCCCCCCOC(=O)*)cc1,105.0,"Polyimides/thioimides, Polyesters/thioesters, Polyamides/thioamides"
P094339.mol,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2ccc(cc2)C(=O)OCCCCCCCCCOC(=O)*)cc1,100.0,"Polyimides/thioimides, Polyesters/thioesters, Polyamides/thioamides"
P094340.mol,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2ccc(cc2)C(=O)OCCCCCCCCCCOC(=O)*)cc1,102.0,"Polyimides/thioimides, Polyesters/thioesters, Polyamides/thioamides"
P094341.mol,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2ccc(cc2)C(=O)OCCCCCCCCCCCCOC(=O)*)cc1,74.0,"Polyimides/thioimides, Polyesters/thioesters, Polyamides/thioamides"
P094604.mol,*C1(c2c(C(=O)N1C)cccc2)c1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)Oc1ccc(cc1)*,285.0,"Polyesters/thioesters, Polyamides/thioamides"
P094605.mol,*C1(c2c(C(=O)N1C)cccc2)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)Oc1ccc(cc1)*,282.0,"Polyesters/thioesters, Polyamides/thioamides"
P099049.mol,*C1(c2c(NC1=O)cccc2)c1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)Oc1ccc(cc1)*,256.0,"Polyesters/thioesters, Polyamides/thioamides"
P099050.mol,*C1(c2c(NC1=O)c(cc(c2)Cl)Cl)c1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)Oc1ccc(cc1)*,270.0,"Polyesters/thioesters, Polyamides/thioamides"
P100001.mol,*NC(=O)CC*,127.0,Polyamides/thioamides
P100002.mol,*NC(=O)CCCCC(=O)NCCCC*,59.62,Polyamides/thioamides
P100003.mol,*NC(=O)CCCCC(=O)NCCCCC*,46.5,Polyamides/thioamides
P100004.mol,*NC(=O)CCCCC*,48.52,Polyamides/thioamides
P100005.mol,*NC(=O)CCCCC(=O)NCCCCCC*,55.55,Polyamides/thioamides
P100006.mol,*NC(=O)CCCCCC(=O)NCCCCCC*,54.0,Polyamides/thioamides
P100007.mol,*NC(=O)CCCCCCC(=O)NCCCCCC*,52.67,Polyamides/thioamides
P100008.mol,*NC(=O)CCCCCCCC(=O)NCCCCCC*,37.61,Polyamides/thioamides
P100009.mol,*NC(=O)CCCCCCCCC(=O)NCCCCCC*,43.11,Polyamides/thioamides
P100010.mol,*NC(=O)CCCCCCCCCCC(=O)NCCCCCC*,50.61,Polyamides/thioamides
P100011.mol,*NC(=O)CCCCCC*,51.14,Polyamides/thioamides
P100012.mol,*NC(=O)CCCCC(=O)NCCCCCCC*,51.0,Polyamides/thioamides
