ID,Smiles,Tg,Polymer type
P020125.mol,*C(C*)c1c(cc(cc1)Cl)C,145.0,"Polystyrenes, Polyvinyls"
P020126.mol,*C(C*)c1c(cc(cc1)Cl)Cl,135.0,"Polystyrenes, Polyvinyls"
P020130.mol,*C(C*)c1c(ccc(c1)C)C,143.0,"Polystyrenes, Polyvinyls"
P020131.mol,*C(C*)c1c(ccc(c1)C(C)(C)C)C,87.0,"Polystyrenes, Polyvinyls"
P020133.mol,*C(C*)c1c(ccc(c1)Cl)Cl,108.0,"Polystyrenes, Polyvinyls"
P020136.mol,*C(C*)c1c(ccc(c1)Br)OCCCC,47.0,"Polystyrenes, Polyvinyls"
P020137.mol,*C(C*)c1c(ccc(c1)Br)OCC,80.0,"Polystyrenes, Polyvinyls"
P020138.mol,*C(C*)c1c(ccc(c1)Br)OC,86.0,"Polystyrenes, Polyvinyls"
P020139.mol,*C(C*)c1c(ccc(c1)Br)OCCC,54.0,"Polystyrenes, Polyvinyls"
P020140.mol,*C(C*)c1c(ccc(c1)Br)OC(C)C,35.0,"Polystyrenes, Polyvinyls"
P020141.mol,*C(C*)c1c(ccc(c1)Br)OCCCCC,49.0,"Polystyrenes, Polyvinyls"
P020142.mol,*C(C*)c1c(ccc(c1)Br)OCCC(C)C,37.0,"Polystyrenes, Polyvinyls"
P020143.mol,*C(C*)c1cc(cc(c1)C)C,104.5,"Polystyrenes, Polyvinyls"
P020144.mol,*C(C*)c1cc(c(cc1)C)C,106.0,"Polystyrenes, Polyvinyls"
P020145.mol,*C(C*)c1cc(c(cc1)Cl)C,114.0,"Polystyrenes, Polyvinyls"
P020146.mol,*C(C*)c1cc(c(cc1)Cl)Cl,128.0,"Polystyrenes, Polyvinyls"
P020147.mol,*C(C*)c1cc(c(cc1)Cl)F,122.0,"Polystyrenes, Polyvinyls"
P020148.mol,*C(C*)c1c(cc(cc1C)C)C,126.0,"Polystyrenes, Polyvinyls"
P020149.mol,*C(C*)c1c(cc(c(c1)C)C)C,104.0,"Polystyrenes, Polyvinyls"
P020150.mol,*C(C*)c1c(c(c(c(c1F)F)F)F)F,102.15,"Polystyrenes, Polyvinyls"
P020151.mol,*C(C*)(c1ccccc1)C,148.8,"Polystyrenes, Polyvinyls"
P020152.mol,*C(C*)(c1ccc(cc1)C(C)C)C,134.91,"Polystyrenes, Polyvinyls"
P020156.mol,*C(C*)c1c2c(ccc1)cccc2,159.0,"Polystyrenes, Polyvinyls"
P020157.mol,*C(C*)c1ccc(cc1)C(=O)C,115.5,"Polystyrenes, Polyvinyls"
P020158.mol,*C(C*)c1ccc(cc1)C(=O)CCN1CCOCC1,41.0,"Polystyrenes, Polyvinyls"
P020177.mol,*C(C*)(C(=O)OC)c1ccccc1,121.0,"Polystyrenes, Polyacrylics, Polyvinyls"
P020181.mol,*C(C*)(c1ccc(cc1)C)C,175.4,"Polystyrenes, Polyvinyls"
P020185.mol,*C(C*)c1ccc(cc1)C(=O)C(F)(F)F,95.0,"Polystyrenes, Polyvinyls"
P020186.mol,*C(C*)c1ccc(cc1)C(=O)c1ccc(cc1)OC,103.0,"Polystyrenes, Polyvinyls"
P020187.mol,*C(C*)c1ccc(cc1)B(O[Si](C)(C)C)O[Si](C)(C)C,84.0,"Polystyrenes, Polyvinyls"
P020188.mol,*C(C*)c1cc(ccc1)B(O[Si](C)(C)C)O[Si](C)(C)C,35.0,"Polystyrenes, Polyvinyls"
P020189.mol,*C(C*)c1cc2c(cc1)cccc2,141.83,"Polystyrenes, Polyvinyls"
P020190.mol,*C(C*)c1ccncc1,160.66,"Polystyrenes, Polyvinyls"
P020191.mol,*C(C*)c1nc(ccc1)C,92.0,"Polystyrenes, Polyvinyls"
P020192.mol,*C(C*)c1ccc(nc1)C,132.25,"Polystyrenes, Polyvinyls"
P020193.mol,*C(C*)n1nc2c(c1)cccc2,41.5,Polyvinyls
P020194.mol,*C(C(C(C*)c1ncccc1)c1ccccc1)c1ncccc1,150.0,"Polystyrenes, Polyvinyls"
P020195.mol,*C(C*)c1ccc(cc1)O,161.43,"Polystyrenes, Polyvinyls"
P020198.mol,*C(C*)c1ccc(cc1)OC(=O)C,114.44,"Polystyrenes, Polyvinyls"
P024305.mol,*C(C*)c1ccc(cc1)CCC,46.75,"Polystyrenes, Polyvinyls"
P024504.mol,*C(C*)c1ccc(cc1)COCC(CCCC)CC,-23.0,"Polystyrenes, Polyvinyls"
P024505.mol,*C(C*)c1ccc(cc1)COCCOCCCCCCCC,-42.0,"Polystyrenes, Polyvinyls"
P029029.mol,*C(C(*)(c1c(c(c(c(c1[2H])[2H])[2H])[2H])[2H])[2H])([2H])[2H],86.29,"Polystyrenes, Polyvinyls"
P030001.mol,*C(C*)O,76.98,Polyvinyls
P030006.mol,*C(C*)C(=O)C,83.33,Polyvinyls
P030010.mol,*C(C*)C#N,93.96,Polyvinyls
P030011.mol,*C(C*)(C#N)C,71.75,Polyvinyls
P030018.mol,*C(C*)OC,-24.96,Polyvinyls
