Smiles,Dielec
*c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2c(cccc2)Oc2c(cc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)cc1,2.73
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1)*,2.86
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)NC(=O)c2ccc(cc2)NC(=O)Nc2ccc(cc2)Cc2ccc(cc2)NC(=O)Nc2ccc(cc2)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)NC(=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,3.17
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)Cc2cc(c(c(c2)C)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)C)C)cc1,3.35
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2CC)Cc2cc(c(c(c2)CC)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)CC)CC)cc1,3.26
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C(C)C)Cc2cc(c(c(c2)C(C)C)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)C(C)C)C(C)C)cc1,3.08
*N1C(=O)c2c(C1=O)cc(cc2)Oc1c(cccc1)Oc1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2ccc(cc2)Oc2c(cc(cc2)*)C(F)(F)F)C(F)(F)F)cc1,3.23
*N1C(=O)c2c(C1=O)cc(cc2)Oc1c(cccc1)Oc1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2c(cccc2)Oc2c(cc(cc2)*)C(F)(F)F)C(F)(F)F)cc1,3.32
*N1C(=O)c2c(C1=O)cc(cc2)Oc1c(cccc1)Oc1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2ccc(cc2)c2ccc(cc2)Oc2c(cc(cc2)*)C(F)(F)F)C(F)(F)F)cc1,3.04
*N1C(=O)c2c(C1=O)cc(cc2)Oc1c(cccc1)Oc1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2c(cc(cc2C)c2cc(c(c(c2)C)Oc2c(cc(cc2)*)C(F)(F)F)C)C)C(F)(F)F)cc1,3.31
*N1C(=O)c2c(C1=O)cc(cc2)Oc1c(cccc1)Oc1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2ccc(cc2)C(c2ccc(cc2)Oc2c(cc(cc2)*)C(F)(F)F)(C)C)C(F)(F)F)cc1,3.26
*N1C(=O)c2c(C1=O)cc(cc2)Oc1c(cccc1)Oc1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2ccc(cc2)C(c2ccc(cc2)Oc2c(cc(cc2)*)C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)cc1,2.78
*N1C(=O)c2c(C1=O)cc(cc2)Oc1c(cccc1)Oc1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2ccc(cc2)C2(c3ccccc3-c3ccccc23)c2ccc(cc2)Oc2c(cc(cc2)*)C(F)(F)F)C(F)(F)F)cc1,2.95
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)P(=O)(c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)c2ccc(cc2)Oc2ccc(cc2)C23CC4CC(CC(C2)C4)C3)cc1,2.77
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)P(=O)(c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)c2ccc(cc2)Oc2ccc(cc2)C23CC4CC(CC(C2)C4)C3)cc1,2.98
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2cc(ccc2)P(=O)(c2cc(ccc2)*)c2ccc(cc2)Oc2ccc(cc2)C23CC4CC(CC(C2)C4)C3)cc1,2.98
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1cc(ccc1)P(=O)(c1cc(ccc1)*)c1ccc(cc1)Oc1ccc(cc1)C12CC3CC(CC(C1)C3)C2,3.01
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)c2ccc(cc2)Oc2ccc(cc2)*)cc1)(C(F)(F)F)C(F)(F)F,3.175
*N1C(=O)C2C3C4C(C(C2C1=O)C=C3)C(=O)N(C4=O)C12CC3(CC(CC(C1)C3)C2)*,2.52
*N1C(=O)C2C3C4C(C(C2C1=O)C=C3)C(=O)N(C4=O)C12CC3C(C(CC(C1)C3)C2)C1C2CC3(CC(CC1C3)C2)*,2.63
*N1C(=O)C2C3C4C(C(C2C1=O)C=C3)C(=O)N(C4=O)C(C*)C,2.89
*N1C(=O)C2C3C4C(C(C2C1=O)C=C3)C(=O)N(C4=O)CCC*,2.92
*N1C(=O)C2C3C4C(C(C2C1=O)C=C3)C(=O)N(C4=O)CCCC*,2.86
*N1C(=O)C2C3C4C(C(C2C1=O)C=C3)C(=O)N(C4=O)CCCCCCCCCC*,2.74
*N1C(=O)C2C3C4C(C(C2C1=O)C=C3)C(=O)N(C4=O)C1C(CCCC1)*,2.62
*N1C(=O)C2C3C4C(C(C2C1=O)C=C3)C(=O)N(C4=O)C1CCC(CC1)*,2.64
*N1C(=O)C2C3C4C(C(C2C1=O)C=C3)C(=O)N(C4=O)C1CCC(CC1)CC1CCC(CC1)*,2.58
*N1C(=O)C2C3C4C(C(C2C1=O)C=C3)C(=O)N(C4=O)C1C(CC(CC1)CC1CC(C(CC1)*)C)C,2.57
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c(c(ccc2)Oc2ccc(cc2)*)C#N)cc1)(C)C,3.63
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c(c(ccc2)Oc2ccc(cc2)*)C#N)cc1,3.79
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c(c(ccc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)C#N)cc1,3.94
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c(c(ccc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C#N)cc1,3.71
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)Oc1c(c(ccc1)Oc1ccc(cc1)*)C#N,4.12
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1nc(ccc1)*,3.11
*N1C(=O)C2C(C1=O)C(=CC(C2)C1C(=O)N(C(=O)C1)c1ccc(cc1)Cc1ccc(cc1)*)C,4.949625
*C1C(=O)N(C(=O)C1C(C*)c1ccccc1)c1ccc(cc1)C(=O)Oc1ccc(cc1)C=Nc1ccc(cc1)N=Nc1ccccc1,4.8805
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Oc2ccc(cc2)OC(=O)*)cc1,3.22
*c1cc2c(C(=O)N(C2=O)C2CCC(CC2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Oc2ccc(cc2)OC(=O)*)cc1,3.04
*c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)c2c(cc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Oc2ccc(cc2)OC(=O)*)C(F)(F)F)C(F)(F)F)cc1,2.99
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)OC(=O)c1ccc(cc1)*,3.29
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)OC(=O)c2ccc(cc2)*)cc1,3.28
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)OC(=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Oc2ccc(cc2)OC(=O)*)cc1,3.245
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)NC(=O)c1ccc(cc1)*,3.17
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)NC(=O)c2ccc(cc2)*)cc1,3.28
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)NC(=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Oc2ccc(cc2)OC(=O)*)cc1,3.27
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)Oc1c(cc(cc1C(C)(C)C)c1ccc(cc1)*)C(C)(C)C,2.95
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c(cc(cc2C(C)(C)C)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)C(C)(C)C)cc1,3.1
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c(cc(cc2C(C)(C)C)c2ccc(cc2)*)C(C)(C)C)cc1,2.98
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c(cc(cc2C(C)(C)C)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C(C)(C)C)cc1,2.82
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c(cc(cc2C(C)(C)C)c2ccc(cc2)*)C(C)(C)C)cc1,3.05
*N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c(cc(cc2C(C)(C)C)c2ccc(cc2)*)C(C)(C)C)cc1,3.11
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1cc(c(cc1)Oc1c(cc(cc1C(C)(C)C)c1ccc(cc1)*)C(C)(C)C)C(F)(F)F,2.93
*c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2c(cc(cc2C(C)(C)C)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)C(C)(C)C)C(F)(F)F)cc1,3.02
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2c(cc(cc2C(C)(C)C)c2ccc(cc2)*)C(C)(C)C)C(F)(F)F)cc1,2.85
*c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2c(cc(cc2C(C)(C)C)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C(C)(C)C)C(F)(F)F)cc1,2.75
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2c(cc(cc2C(C)(C)C)c2ccc(cc2)*)C(C)(C)C)C(F)(F)F)cc1,2.95
*N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2c(cc(cc2C(C)(C)C)c2ccc(cc2)*)C(C)(C)C)C(F)(F)F)cc1,3.01
*N1C(=O)c2ccc3C(=O)N(C(=O)c4ccc(C1=O)c2c34)c1cc(c(cc1)Oc1c(cc(cc1C(C)(C)C)c1ccc(cc1)*)C(C)(C)C)C(F)(F)F,2.94
*c1oc(nn1)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)[Si](O[Si](c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)*)cc1)(C)C)(C)C,2.88
*c1oc(nn1)c1ccc(cc1)Oc1cc(ccc1)N1C(=O)c2c(C1=O)cc(cc2)[Si](O[Si](c1cc2c(C(=O)N(C2=O)c2cc(ccc2)Oc2ccc(cc2)*)cc1)(C)C)(C)C,2.73
*c1cc2c(C(=O)N(C2=O)c2cc(cc(c2)C(=O)NC(COCCC#N)(COCCC#N)COCCC#N)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,2.16
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)C(c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C)C)(C)C)cc1,3.105714286
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c(cc(cc2)S(=O)(=O)c2cc(c(cc2)Oc2ccc(cc2)*)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)cc1,2.83
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c(cc(cc2)S(=O)(=O)c2cc(c(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)cc1,2.9
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c(cc(cc2)S(=O)(=O)c2cc(c(cc2)Oc2ccc(cc2)*)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)cc1,2.74
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1cc(c(cc1)Oc1ccc(cc1)c1[nH]c(nc1c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)c1ccc(cc1)C(F)(F)F)C(F)(F)F,2.76
*c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2ccc(cc2)c2[nH]c(nc2c2ccc(cc2)Oc2c(cc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)C(F)(F)F)c2ccc(cc2)C(F)(F)F)C(F)(F)F)cc1,2.68
*c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2ccc(cc2)c2[nH]c(nc2c2ccc(cc2)Oc2c(cc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C(F)(F)F)c2ccc(cc2)C(F)(F)F)C(F)(F)F)cc1,2.6
*c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)OCC2(C(C(CC2)COc2c(cc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)OCC2C(C(CC2)(COC(=O)*)C)(C)C)C(F)(F)F)(C)C)C)C(F)(F)F)cc1,2.945
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)OCC2(C(C(CC2)COC(=O)*)(C)C)C)cc1,3.45
*N1C(=O)c2c(C1=O)cc(cc2)Oc1c(cc(cc1Br)C(c1cc(c(c(c1)Br)Oc1cc2c(C(=O)N(C2=O)c2cc(ccc2)Oc2ccc(cc2)S(=O)(=O)c2ccc(cc2)Oc2cc(ccc2)*)cc1)Br)(C)C)Br,3.62
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2cc(ccc2)Oc2ccc(cc2)S(=O)(=O)c2ccc(cc2)Oc2cc(ccc2)*)cc1)(C)C,3.278333333
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ncc(cc2)C(=O)Nc2ccc(cc2)NC(=O)c2ccc(nc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,2.86
*Oc1c(cc(cc1)C1(C2CCC(C1)C2)c1cc(c(cc1)OC(=O)*)Cl)Cl,3.31
*Oc1c(cc(cc1Cl)C1(C2CCC(C1)C2)c1cc(c(c(c1)Cl)OC(=O)*)Cl)Cl,3.05
*Oc1c(cc(cc1Br)C1(C2CCC(C1)C2)c1cc(c(c(c1)Br)OC(=O)*)Br)Br,3.04
*Oc1ccc(cc1)C1(C2C3C(CCC3)C(C1)C2)c1ccc(cc1)OC(=O)*,2.87
*Oc1c(cc(cc1)c1ccc(cc1)C(c1ccc(cc1)c1cc(c(cc1)OC(=O)*)F)(C)C)F,3.3
*c1ncc(nc1)C1C(C(C1c1ccccc1)*)c1ccccc1,2.72
*Nc1ccc(cc1)*,5.689666667
*Nc1c(cc(cc1)*)C,3
*N(c1ccc(cc1)Cc1ccc(cc1)*)Cc1ccccc1,2.25
*Nc1ccc(cc1)c1ccc(cc1)NC(=C(C#N)C#N)c1ccc(cc1)c1ccc(cc1)C(=C(C#N)C#N)*,4.766666667
*Nc1c(cc(cc1)c1cc(c(cc1)NC(=C(C#N)C#N)c1ccc(cc1)c1ccc(cc1)C(=C(C#N)C#N)*)OC)OC,4.115
*Nc1cc(ccc1)NC(=C(C#N)C#N)c1cc(ccc1)C(=C(C#N)C#N)*,5.27
*Nc1ccc(cc1)/C=C/c1ccc(cc1)NC(=C(C#N)C#N)c1ccc(cc1)C(=C(C#N)C#N)*,4.91
*Nc1ccc(cc1)C(c1cc(ccc1)C(c1ccc(cc1)NC(=C(C#N)C#N)c1ccc(cc1)C(=C(C#N)C#N)*)(C)C)(C)C,3.67
*Nc1c(cc(cc1)c1cc(c(cc1)NC(=C(C#N)C#N)c1ccc(cc1)C(=C(C#N)C#N)*)OC)OC,4.04
*N=C1c2c3c(cccc3ccc2)C1=Nc1ccc(cc1)*,3.7
*[NH+](CC*)CCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)C,2
*c1cc(ccc1)C=C*,5.45
*c1c(cc(c(c1)OC)C=C*)OCCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)OCCCCCCCCCC,3.4
