PID,TdValue,Smiles
P390185,426,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1c(c(c(c(c1Cl)Cl)C(=O)*)Cl)Cl)(C)C
P390186,264,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1c(c(c(c(c1F)F)C(=O)*)F)F)(C)C
P390220,441,*Oc1ccc(cc1)OC(=O)c1c(cc(cc1)C(=O)*)Sc1cc2c(cc1)cccc2
P390221,441,*Oc1ccc(cc1)c1ccc(cc1)OC(=O)c1c(cc(cc1)C(=O)*)Sc1cc2c(cc1)cccc2
P390253,530,*Oc1ccc(cc1)c1ccc(cc1)OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)*
P390256,519,*Oc1ccc(cc1)c1ccc(cc1)C(=O)*
P390283,500,*Oc1cc2c(cc1)cc(cc2)C(=O)*
P390345,420,*c1ccc2c(c1)c(=O)oc(n2)c1cc(cc(c1)N1C(=O)c2c(C1=O)c(c(c(c2Cl)Cl)Cl)Cl)c1oc(=O)c2c(ccc(c2)C*)n1
P390365,388,*Oc1ccc(cc1)OC(=O)c1c(cc(cc1)C(=O)*)Oc1ccccc1
P390366,420,*Oc1ccc(cc1)OC(=O)c1c(cc(cc1)C(=O)*)Oc1ccc(cc1)Cl
P390369,250,*SC(=O)CCC(=O)SCc1c(c(c(c(c1C)C)C*)C)C
P390375,425,*Oc1ccc(cc1)OC(=O)c1c(cc(cc1)C(=O)*)Oc1ccc(cc1)Br
P390376,400,*Oc1ccc(cc1)OC(=O)c1c(cc(cc1)C(=O)*)Oc1ccc(cc1)F
P390379,421,*Oc1ccc(cc1)OC(=O)c1c(cc(cc1)C(=O)*)Oc1ccc(cc1)C1CCCCC1
P392047,395,*OC(=O)c1c2c(CC2)c(cc1)C(=O)OCC*
P392102,506,*Oc1c(cc(cc1)c1cc(c(cc1)OC(=O)c1ccc(cc1)C(=O)c1ccc(cc1)C(=O)*)c1ccccc1)c1ccccc1
P392103,339,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)*)(C(F)(F)F)C(F)(F)F)(C)C
P392104,353,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)*)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F
P392189,314,*Oc1ccc(cc1)C(=O)NNC(=O)c1c(cc(cc1)C(=O)NNC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*)Oc1ccccc1
P392196,340,*OC(=O)CCCCCCCCC(=O)OCC#CC(=Cc1ccc(cc1)C#Cc1ccc(cc1)C=C(C#Cc1ccccc1)C#Cc1ccccc1)C#CC*
P392197,240,*OC(=O)CCCCCCCCC(=O)OCC#CC(=Cc1ccc(cc1)C#Cc1ccccc1)C#CC*
P392198,250,*OC(=O)CCCCCCCCC(=O)OCC#CC(=Cc1ccc(cc1)C#Cc1ccc(cc1)[N+](=O)[O-])C#CC*
P392246,369,*OC(=O)c1ccc(cc1)C(=O)OCCN(CC*)c1ccc(cc1)C=C(C#N)C#N
P392247,344,*OC(=O)c1c(cc(cc1)C(=O)OCCN(CC*)c1ccc(cc1)c1oc2c(n1)ccc(c2)[N+](=O)[O-])OCCC
P392248,316,*OC(=O)c1ccc(cc1)C(=O)OCCN(CC*)c1ccc(cc1)c1oc2c(n1)ccc(c2)[N+](=O)[O-]
P392249,369,*OC(=O)c1c(cc(cc1)C(=O)OCCN(CC*)c1ccc(cc1)C=C(C#N)C#N)OCCC
P392451,338,*OC(=O)c1c(cc(cc1)C(=O)OCCN(CC*)c1ccc(cc1)N=Nc1ccc(cc1)c1oc2c(n1)cccc2)OCCC
P392456,250,*OC(=O)c1ccc(cc1)C(=O)OCCCC(=O)NCCCCCCNC(=O)CCC*
P392603,295,*OC(=O)c1cc(ccc1)C(=O)OCCCC(=O)NCCCCCCNC(=O)CCC*
P392604,248,*OC(=O)c1cc(ccc1)C(=O)OCCCC(=O)NCc1ccc(cc1)CNC(=O)CCC*
P392605,341,*OC(=O)c1cc(ccc1)C(=O)OCCCC(=O)Nc1ccc(cc1)NC(=O)CCC*
P392606,320,*OC(=O)c1cc2c(cc1)cc(cc2)C(=O)OCCCC(=O)NCCCCCCNC(=O)CCC*
P392607,290,*OC(=O)c1cc2c(cc1)cc(cc2)C(=O)OCCCC(=O)NCc1ccc(cc1)CNC(=O)CCC*
P392608,245,*OC(=O)c1cc2c(cc1)cc(cc2)C(=O)OCCCC(=O)Nc1ccc(cc1)NC(=O)CCC*
P392609,315,*OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)OCCCC(=O)NCCCCCCNC(=O)CCC*
P392610,310,*OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)OCCCC(=O)NCc1ccc(cc1)CNC(=O)CCC*
P392611,319,*OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)OCCCC(=O)Nc1ccc(cc1)NC(=O)CCC*
P392612,330,*OC(=O)c1ccc(cc1)C(=O)OCCCC(=O)NCc1ccc(cc1)CNC(=O)CCC*
P392613,325,*OC(=O)c1ccc(cc1)C(=O)OCCCC(=O)Nc1ccc(cc1)NC(=O)CCC*
P392635,285,*OC(=O)c1c(cc(cc1)C(=O)OCCN(CC*)c1ccc(cc1)N=Nc1ccc(cc1)c1nc2c([nH]1)ccc(c2)[N+](=O)[O-])OCCC
P392636,305,*OC(=O)c1c(cc(cc1)C(=O)OCCN(CC*)c1ccc(cc1)N=Nc1[nH]c(c(n1)C#N)C#N)OCCC
P392637,291,*OC(=O)c1c(cc(cc1)C(=O)OCCN(CC*)c1ccc(cc1)N=Nc1[nH]c(c(n1)C#N)C#N)OCCCCC
P392662,436.3,*Oc1c(cc(cc1)OC(=O)c1ccc(cc1)C(=O)*)c1cc(ccc1)C(F)(F)F
P392681,436.3,*Oc1c(cc(cc1)OC(=O)c1ccc(cc1)C(=O)*)C(F)(F)F
P392709,311,*OC(=O)c1ccc(cc1)C(=O)OCCN(CC*)c1ccc(cc1)N=Nc1ccc(cc1)c1nc2c(n1CC)cc(cc2)[N+](=O)[O-]
P392710,313,*OC(=O)c1cc(ccc1)C(=O)OCCN(CC*)c1ccc(cc1)N=Nc1ccc(cc1)c1nc2c(n1CC)cc(cc2)[N+](=O)[O-]
P392711,327,*OC(=O)c1c(cc(cc1)C(=O)OCCN(CC*)c1ccc(cc1)N=Nc1ccc(cc1)c1nc2c(n1CC)cc(cc2)[N+](=O)[O-])OC
P392712,292,*OC(=O)c1c(cc(cc1)C(=O)OCCN(CC*)c1ccc(cc1)N=Nc1ccc(cc1)C=Cc1nc2c(n1CC)cc(cc2)[N+](=O)[O-])OC
P392744,400,*Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)OC(=O)C12CC3(CC(CC(C1)C3)C2)C(=O)*
P392831,240,*C(=O)C(=Cc1ccc(cc1)N=Nc1ccc(cc1)N(CCO*)CCO*)C#N
P400033,342,*NC(=O)CCCCCCCCC(=O)NCC(CCC*)(C)C
P400130,379,*NC(=O)c1c(c(c(c(c1F)F)C(=O)NCCCCCC*)F)F
P400145,400,*c1nc2c([nH]1)cc(cc2)c1cc2c(nc([nH]2)c2ccc(cc2)NC(=O)c2cc(ccc2)C(=O)Nc2ccc(cc2)*)cc1
P400146,445,*c1nc2c([nH]1)cc(cc2)c1cc2c(nc([nH]2)c2ccc(cc2)NC(=O)c2ccc(cc2)C(=O)Nc2ccc(cc2)*)cc1
P400147,320,*c1nc2c([nH]1)cc(cc2)c1cc2c(nc([nH]2)c2ccc(cc2)NC(=O)CCCCCCCCC(=O)Nc2ccc(cc2)*)cc1
P400190,628,*Nc1c(cc(cc1)c1cc(c(cc1)NC(=O)c1cc(ccc1)C(=O)*)O)O
P400295,238,*NC(=O)CCCCCC(=O)NC*
P400296,238,*NC(=O)CCCC(=O)NC*
P400297,520,*NC(=O)CCCCCCC(=O)NC*
P400298,275,*NC(=O)CCCCCCCCCCC(=O)NC*
P402024,435,*Nc1c(cc(cc1)NC(=O)c1ccc(cc1)C(=O)*)Oc1ccccc1
P402069,440,*Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)c1c(cc(cc1)c1cc(c(cc1)C(=O)*)C)C
P402070,435,*Nc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)NC(=O)c1c(cc(cc1)c1cc(c(cc1)C(=O)*)C)C
P402071,451,*Nc1ccc(cc1)C(c1ccc(cc1)NC(=O)c1c(cc(cc1)c1cc(c(cc1)C(=O)*)C)C)(C(F)(F)F)C(F)(F)F
P402072,439,*S(=O)(=O)c1cc(ccc1)NC(=O)c1c(cc(cc1)c1cc(c(cc1)C(=O)Nc1cc(ccc1)*)C)C
P402086,330,*Nc1c(cc(cc1)NC(=O)c1ccc(cc1)NC(=O)CCCCCCCCC(=O)Nc1ccc(cc1)C(=O)*)C(=O)OCCCCCCCCCCCC
P402087,330,*Nc1c(cc(cc1)NC(=O)c1ccc(cc1)NC(=O)CCCCCCCCCCC(=O)Nc1ccc(cc1)C(=O)*)C(=O)OCCCCCCCCCCCC
P402088,330,*Nc1c(cc(cc1)NC(=O)c1ccc(cc1)NC(=O)CCCCCCCCCCCCC(=O)Nc1ccc(cc1)C(=O)*)C(=O)OCCCCCCCCCCCC
P402089,330,*Nc1c(cc(cc1)NC(=O)c1ccc(cc1)NC(=O)CCCCCCCCC(=O)Nc1ccc(cc1)C(=O)*)C(=O)OCCCCCCCCCCCCCC
P402090,330,*Nc1c(cc(cc1)NC(=O)c1ccc(cc1)NC(=O)CCCCCCCCCCC(=O)Nc1ccc(cc1)C(=O)*)C(=O)OCCCCCCCCCCCCCC
P402091,330,*Nc1c(cc(cc1)NC(=O)c1ccc(cc1)NC(=O)CCCCCCCCCCCCC(=O)Nc1ccc(cc1)C(=O)*)C(=O)OCCCCCCCCCCCCCC
P402092,330,*Nc1c(cc(cc1)NC(=O)c1ccc(cc1)NC(=O)CCCCCCCCC(=O)Nc1ccc(cc1)C(=O)*)C(=O)OCCCCCCCCCCCCCCCC
P402093,330,*Nc1c(cc(cc1)NC(=O)c1ccc(cc1)NC(=O)CCCCCCCCCCC(=O)Nc1ccc(cc1)C(=O)*)C(=O)OCCCCCCCCCCCCCCCC
P402094,330,*Nc1c(cc(cc1)NC(=O)c1ccc(cc1)NC(=O)CCCCCCCCCCCCC(=O)Nc1ccc(cc1)C(=O)*)C(=O)OCCCCCCCCCCCCCCCC
P402095,330,*Nc1c(cc(cc1)NC(=O)c1ccc(cc1)NC(=O)CCCCCCC(=O)Nc1ccc(cc1)C(=O)*)C(=O)OCCCCCCCCCCCCCCCCCC
P402097,330,*Nc1c(cc(cc1)NC(=O)c1ccc(cc1)NC(=O)CCCCCCCCCCC(=O)Nc1ccc(cc1)C(=O)*)C(=O)OCCCCCCCCCCCCCCCCCC
P402098,330,*Nc1c(cc(cc1)NC(=O)c1ccc(cc1)NC(=O)CCCCCCCCCCCCC(=O)Nc1ccc(cc1)C(=O)*)C(=O)OCCCCCCCCCCCCCCCCCC
P402132,479,*n1nc(c2c(c1=O)cc(cc2)c1cc2c(c(nn(c2=O)c2ccc(cc2)S(=O)(=O)c2ccc(cc2)*)c2ccccc2)cc1)c1ccccc1
P402136,488,*n1nc(c2cc3c(cc2c1=O)c(nn(c3=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)*)c1ccccc1)c1ccccc1
P402255,171,*=NNC(=S)N=Cc1ccc(cc1)C=*
P402279,400,*NC(=O)c1c(cc(cc1)C(=O)NCCCCCC*)Oc1ccccc1
P402283,360,*NC(=O)c1c(cc(cc1)C(=O)NCCCCCC*)Oc1ccc(cc1)c1ccccc1
P402364,465,*Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)*)c1ccccc1
P402387,179,*Nc1cc(ccc1)NC(=O)C=CC(=O)*
P402388,179,*Nc1ccc(cc1)NC(=O)C=CC(=O)*
P402389,259,*c1nc(nc(n1)NC(=O)C=CC(=O)N*)N
P402403,368.3333333,*Nc1cc(cc(c1)C(=O)Oc1ccc(cc1)Oc1cc(c(cc1)C#N)C#N)NC(=O)c1cc(ccc1)C(=O)*
P402421,380,*=C1c2c(N(C1=O)CC(CCCCCCCC)CCCCCC)cc(cc2)c1cc2c(C(=*)C(=O)N2CC(CCCCCCCC)CCCCCC)cc1
P402449,381.8,*Nc1cc(cc(c1)C(=O)*)C(=O)*
P402469,407.44,*Nc1cc(cc(c1)C(=O)*)N*
P402470,277,*Nc1c(ccc(c1)NC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)C(C(=O)NCc1ccc(cc1)CNC(=O)C(C(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)*)(C)C)(C)C)N=Nc1ccc(cc1)[N+](=O)[O-]
P402471,241.3333333,*C(=O)C(C(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)Nc1cc(ccc1N=Nc1ccc(cc1)[N+](=O)[O-])NC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)C(C(=O)NCCN(CCN*)CCN*)(C)C)(C)C
P402472,252,*C(=O)C(C(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)Nc1cc(ccc1N=Nc1ccc(cc1)[N+](=O)[O-])NC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)C(C(=O)Nc1cc(ccc1)P(=O)(c1cc(ccc1)N*)c1cc(ccc1)N*)(C)C)(C)C
P410008,220,*OC(=O)Nc1c(ccc(c1)NC(=O)OCCN(CC*)c1c(cc(cc1)[N+](=O)[O-])C)C
P412157,330,*OC(=O)Nc1c(ccc(c1)NC(=O)OCCN(CC*)c1ccc(cc1)c1oc2c(n1)ccc(c2)[N+](=O)[O-])C
P412158,308,*OC(=O)Nc1c(ccc(c1)NC(=O)OCCN(CC*)c1ccc(cc1)N=Nc1ccc(cc1)c1oc2c(n1)cccc2)C
P412209,315,*SC(=O)N(CC*)Cc1ccccc1
P412210,353,*SC(=O)N(CCC*)Cc1ccccc1
P412211,291,*OC(=O)Nc1c(ccc(c1)NC(=O)OCCN(CC*)c1ccc(cc1)N=Nc1ccc(cc1)c1nc2c([nH]1)ccc(c2)[N+](=O)[O-])C
P412212,285,*OC(=O)Nc1c(ccc(c1)NC(=O)OCCN(CC*)c1ccc(cc1)N=Nc1c(cc(c(c1)OC)N=Nc1ccc(cc1)[N+](=O)[O-])OC)C
P412213,272,*OC(=O)Nc1c(ccc(c1)NC(=O)OCCN(CC*)c1ccc(cc1)N=Nc1cc(c(cc1)N=Nc1c(cc(c(c1)OC)N=Nc1ccc(cc1)[N+](=O)[O-])OC)C)C
P412227,275,*OC(=O)Nc1c(ccc(c1)NC(=O)OCCN(CC*)c1ccc(cc1)N=Nc1ccc(cc1)c1nc2c(n1CC)cc(cc2)[N+](=O)[O-])C
P412228,292,*OC(=O)Nc1c(ccc(c1)NC(=O)OCCN(CC*)c1ccc(cc1)N=Nc1ccc(cc1)C=Cc1nc2c(n1CC)cc(cc2)[N+](=O)[O-])C
P412261,281,*OC(=O)Nc1c(ccc(c1)NC(=O)OCCN(CC*)c1ccc(cc1)C=CC1=C(C(=C(C#N)C#N)OC1(C)C)C#N)C
P422018,370,*Nc1ccc(cc1)CCc1ccc(cc1)NC(=O)*
P422019,305,*Nc1c(cccc1)CCc1ccc(cc1)NC(=O)Nc1ccc(cc1)CCc1ccc(cc1)NC(=O)*
P422020,330,*Nc1c(cccc1)CCc1c(cccc1)NC(=O)Nc1ccc(cc1)CCc1ccc(cc1)NC(=O)*
P422021,330,*Nc1c(cccc1)CCc1c(cccc1)NC(=O)*
P422022,320,*Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)Nc1ccc(cc1)CCc1ccc(cc1)NC(=O)*
P422023,312.5,*Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)Nc1c(cccc1)CCc1ccc(cc1)NC(=O)*
P422024,300,*Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)Nc1c(cccc1)CCc1c(cccc1)NC(=O)*
P422025,315,*Nc1c(ccc(c1)NC(=O)Nc1ccc(cc1)CCc1ccc(cc1)NC(=O)*)C
P422026,325,*Nc1c(ccc(c1)NC(=O)Nc1c(cccc1)CCc1c(cccc1)NC(=O)*)C
P422027,350,*Nc1ccc(cc1)CCc1ccc(cc1)NC(=O)NCCCCCCNC(=O)*
P422028,310,*Nc1c(cccc1)CCc1ccc(cc1)NC(=O)NCCCCCCNC(=O)*
P422029,280,*Nc1c(cccc1)CCc1c(cccc1)NC(=O)NCCCCCCNC(=O)*
P422030,330,*Nc1c(ccc(c1)NC(=O)NCCCCCCNC(=O)*)C
P422032,320,*Nc1c(cccc1)CCc1ccc(cc1)NC(=O)*
P422035,300,*Nc1c(ccc(c1)NC(=O)Nc1ccc(cc1)CCc1c(cccc1)NC(=O)*)C
P422036,360,*Nc1c(cccc1)CCc1c(cccc1)NC(=O)Nc1c(cccc1)CCc1ccc(cc1)NC(=O)*
P422048,272.5,*c1nc(ccc1)NC(=O)NCCCCCCNC(=O)N*
P422049,260,*c1nc(ccc1)NC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)N*
P430022,572,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2cc(ccc2)Oc2ccc(cc2)*)cc1
P430039,420,*c1cc2c(C(=O)N(C2=O)c2cc(cc(c2)C(=O)O)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1
P430040,525,*c1cc2c(C(=O)N(C2=O)c2c3c(ccc2)c(ccc3)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1
P430042,535,*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1
P430044,542.2857143,*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)S(=O)(=O)c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1
P430069,373,*N1C(=O)c2c(C1=O)cc(cc2)C(=O)Oc1ccc(cc1)c1ccc(cc1)OC(=O)CCCCC*
P430070,393,*N1C(=O)c2c(C1=O)cc(cc2)C(=O)Oc1ccc(cc1)c1ccc(cc1)OC(=O)CCCCCC*
P430071,389,*N1C(=O)c2c(C1=O)cc(cc2)C(=O)Oc1ccc(cc1)c1ccc(cc1)OC(=O)CCCCCCCCCC*
P430072,368,*N1C(=O)c2c(C1=O)cc(cc2)C(=O)Oc1ccc(cc1)c1ccc(cc1)OC(=O)CCCCCCCCCCC*
P430078,350,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2c(cc(c(c2)*)O)O)cc1
P430079,462,*c1cc2c(C(=O)N(C2=O)c2c(cc(c(c2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)O)O)cc1
P430080,493,*c1cc2c(C(=O)N(C2=O)c2c(cc(c(c2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)O)O)cc1
P430081,478,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2c(cc(c(c2)*)O)O)cc1
P430082,418,*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1c(cc(c(c1)*)O)O
P430098,485,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)S(=O)(=O)c2ccc(cc2)Oc2ccc(cc2)NC(=O)c2ccc(cc2)*)cc1
P430099,467,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2cc(ccc2)Oc2ccc(cc2)S(=O)(=O)c2ccc(cc2)Oc2cc(ccc2)NC(=O)c2ccc(cc2)*)cc1
P430100,456,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2cc(ccc2)S(=O)(=O)c2cc(ccc2)NC(=O)c2ccc(cc2)*)cc1
P430101,472,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)S(=O)(=O)c2ccc(cc2)Oc2ccc(cc2)NC(=O)c2cc(ccc2)*)cc1
P430102,470,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)c2ccc(cc2)Oc2ccc(cc2)NC(=O)c2cc(ccc2)*)cc1
P430103,462,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)NC(=O)c2cc(ccc2)*)cc1
P430104,480,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)C(c2ccc(cc2)Oc2ccc(cc2)NC(=O)c2cc(ccc2)*)(C)C)cc1
P430105,456,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)NC(=O)c2cc(ccc2)*)cc1
P430106,478,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(=O)Nc2ccc(cc2)Oc2cc(ccc2)Oc2ccc(cc2)NC(=O)c2cc(ccc2)*)cc1
P430107,474,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)NC(=O)c2cc(ccc2)*)cc1
P430108,472,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(=O)Nc2cc(ccc2)S(=O)(=O)c2cc(ccc2)NC(=O)c2cc(ccc2)*)cc1
P430109,478,*N1C(=O)c2c(C1=O)c(ccc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)S(=O)(=O)c2ccc(cc2)Oc2ccc(cc2)NC(=O)c2ccc(cc2)*)cc1
P430110,492,*N1C(=O)c2c(C1=O)c(ccc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2cc(ccc2)Oc2ccc(cc2)S(=O)(=O)c2ccc(cc2)Oc2cc(ccc2)NC(=O)c2ccc(cc2)*)cc1
P430111,496,*N1C(=O)c2c(C1=O)c(ccc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)c2ccc(cc2)Oc2ccc(cc2)NC(=O)c2ccc(cc2)*)cc1
P430112,491,*N1C(=O)c2c(C1=O)c(ccc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)NC(=O)c2ccc(cc2)*)cc1
P430113,487,*N1C(=O)c2c(C1=O)c(ccc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)NC(=O)c2ccc(cc2)*)cc1
P430114,455,*N1C(=O)c2c(C1=O)c(ccc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2cc(ccc2)S(=O)(=O)c2cc(ccc2)NC(=O)c2ccc(cc2)*)cc1
P430115,485,*N1C(=O)c2c(C1=O)c(ccc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)S(=O)(=O)c2ccc(cc2)Oc2ccc(cc2)NC(=O)c2cc(ccc2)*)cc1
P430116,507,*N1C(=O)c2c(C1=O)c(ccc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)c2ccc(cc2)Oc2ccc(cc2)NC(=O)c2cc(ccc2)*)cc1
P430117,491,*N1C(=O)c2c(C1=O)c(ccc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)NC(=O)c2cc(ccc2)*)cc1
P430118,483,*N1C(=O)c2c(C1=O)c(ccc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)C(c2ccc(cc2)Oc2ccc(cc2)NC(=O)c2cc(ccc2)*)(C)C)cc1
P430119,483,*N1C(=O)c2c(C1=O)c(ccc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)NC(=O)c2cc(ccc2)*)cc1
P430120,491,*N1C(=O)c2c(C1=O)c(ccc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(=O)Nc2ccc(cc2)Oc2cc(ccc2)Oc2ccc(cc2)NC(=O)c2cc(ccc2)*)cc1
P430121,488,*N1C(=O)c2c(C1=O)c(ccc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)NC(=O)c2cc(ccc2)*)cc1
P430122,480,*N1C(=O)c2c(C1=O)c(ccc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(=O)Nc2cc(ccc2)S(=O)(=O)c2cc(ccc2)NC(=O)c2cc(ccc2)*)cc1
P430123,474,*N1C(=O)c2c(C1=O)c(ccc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(=O)Nc2ccc(cc2)NC(=O)c2cc(ccc2)*)cc1
P430124,512,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2cc(c(cc2)c2c(cc(cc2)*)C)C)cc1
P430168,528,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)c2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)C(=O)*)cc1
P430169,570,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)c2ccc(cc2)Oc2ccc(cc2)c2ccc(cc2)Oc2ccc(cc2)C(=O)*)cc1
P430170,490,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Cc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)c2ccc(cc2)Oc2ccc(cc2)c2ccc(cc2)Oc2ccc(cc2)C(=O)*)cc1
P430171,497,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Cc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)c2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)C(=O)*)cc1
P430172,466,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Cc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)c2ccc(cc2)c2ccc(cc2)C(c2ccc(cc2)c2ccc(cc2)C(=O)*)(C)C)cc1
P430173,476,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Cc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)c2ccc(cc2)Oc2ccc(cc2)C2(c3c(C(=O)O2)cccc3)c2ccc(cc2)Oc2ccc(cc2)C(=O)*)cc1
